ID,County_Soil,marginal_cost,marginal_qty
976,"BANDERA COUNTY, TX",8.889209205,2611.84
977,"BASTROP COUNTY, TX",8.889209205,54306.56
978,"BEE COUNTY, TX",8.889209205,190812.16
979,"BELL COUNTY, TX",8.889209205,313642.56
980,"BEXAR COUNTY, TX",8.889209205,111643.84
981,"BLANCO COUNTY, TX",8.889209205,2365.44
982,"BOSQUE COUNTY, TX",8.889209205,32204.48
983,"BRAZORIA COUNTY, TX",8.889209205,250785.92
984,"BRAZOS COUNTY, TX",8.889209205,69189.12
985,"BROOKS COUNTY, TX",8.889209205,16607.36
986,"BROWN COUNTY, TX",8.889209205,75866.56
987,"BURLESON COUNTY, TX",8.889209205,110190.08
988,"BURNET COUNTY, TX",8.889209205,3277.12
989,"CALDWELL COUNTY, TX",8.889209205,48540.8
990,"CALHOUN COUNTY, TX",8.889209205,166837.44
991,"CALLAHAN COUNTY, TX",8.889209205,56967.68
992,"CAMERON COUNTY, TX",8.889209205,487058.88
993,"CHAMBERS COUNTY, TX",8.889209205,131306.56
994,"COLEMAN COUNTY, TX",8.889209205,147568.96
995,"COLORADO COUNTY, TX",8.889209205,286464.64
996,"COMAL COUNTY, TX",8.889209205,9560.32
997,"COMANCHE COUNTY, TX",8.889209205,124407.36
998,"CONCHO COUNTY, TX",8.889209205,136899.84
999,"CORYELL COUNTY, TX",8.889209205,64778.56
1000,"DE WITT COUNTY, TX",8.889209205,44844.8
1001,"DIMMIT COUNTY, TX",8.889209205,10496.64
1002,"DUVAL COUNTY, TX",8.889209205,147470.4
1003,"ERATH COUNTY, TX",8.889209205,75053.44
1004,"FALLS COUNTY, TX",8.889209205,368786.88
1005,"FAYETTE COUNTY, TX",8.889209205,62659.52
1006,"FORT BEND COUNTY, TX",8.889209205,349888
1007,"FREESTONE COUNTY, TX",8.889209205,4854.08
1008,"FRIO COUNTY, TX",8.889209205,332467.52
1009,"GILLESPIE COUNTY, TX",8.889209205,45386.88
1010,"GOLIAD COUNTY, TX",8.889209205,38093.44
1011,"GONZALES COUNTY, TX",8.889209205,80548.16
1012,"GRIMES COUNTY, TX",8.889209205,24024
1013,"GUADALUPE COUNTY, TX",8.889209205,151634.56
1014,"HAMILTON COUNTY, TX",8.889209205,32475.52
1015,"HARDIN COUNTY, TX",8.889209205,0
1016,"HARRIS COUNTY, TX",8.889209205,80572.8
1017,"HAYS COUNTY, TX",8.889209205,25058.88
1018,"HIDALGO COUNTY, TX",8.889209205,875138.88
1019,"JACKSON COUNTY, TX",8.889209205,395003.84
1020,"JASPER COUNTY, TX",8.889209205,813.12
1021,"JEFFERSON COUNTY, TX",8.889209205,200200
1022,"JIM HOGG COUNTY, TX",8.889209205,1453.76
1023,"JIM WELLS COUNTY, TX",8.889209205,450000.32
1024,"KARNES COUNTY, TX",8.889209205,72022.72
1025,"KENDALL COUNTY, TX",8.889209205,3942.4
1026,"KENEDY COUNTY, TX",8.889209205,5174.4
1027,"KERR COUNTY, TX",8.889209205,4336.64
1028,"KIMBLE COUNTY, TX",8.889209205,5864.32
1029,"KLEBERG COUNTY, TX",8.889209205,248149.44
1030,"LAMPASAS COUNTY, TX",8.889209205,9880.64
1031,"LA SALLE COUNTY, TX",8.889209205,96859.84
1032,"LAVACA COUNTY, TX",8.889209205,50117.76
1033,"LEE COUNTY, TX",8.889209205,25354.56
1034,"LIBERTY COUNTY, TX",8.889209205,129433.92
1035,"LIVE OAK COUNTY, TX",8.889209205,125245.12
1036,"LLANO COUNTY, TX",8.889209205,3572.8
1037,"MCCULLOCH COUNTY, TX",8.889209205,125639.36
1038,"MCMULLEN COUNTY, TX",8.889209205,59530.24
1039,"MADISON COUNTY, TX",8.889209205,13280.96
1040,"MASON COUNTY, TX",8.889209205,15966.72
1041,"MATAGORDA COUNTY, TX",8.889209205,411586.56
1042,"MEDINA COUNTY, TX",8.889209205,210006.72
1043,"MENARD COUNTY, TX",8.889209205,5642.56
1044,"MILAM COUNTY, TX",8.889209205,258054.72
1045,"MILLS COUNTY, TX",8.889209205,15350.72
1046,"MONTGOMERY COUNTY, TX",8.889209205,1946.56
1047,"NEWTON COUNTY, TX",8.889209205,1232
1048,"NUECES COUNTY, TX",8.889209205,817703.04
1049,"ORANGE COUNTY, TX",8.889209205,5568.64
1050,"REAL COUNTY, TX",8.889209205,295.68
1051,"REFUGIO COUNTY, TX",8.889209205,224297.92
1052,"ROBERTSON COUNTY, TX",8.889209205,130641.28
1053,"RUNNELS COUNTY, TX",8.889209205,279540.8
1054,"SABINE COUNTY, TX",8.889209205,0
1055,"SAN AUGUSTINE COUNTY, TX",8.889209205,73.92
1056,"SAN JACINTO COUNTY, TX",8.889209205,0
1057,"SAN PATRICIO COUNTY, TX",8.889209205,620238.08
1058,"SAN SABA COUNTY, TX",8.889209205,51374.4
1059,"SOMERVELL COUNTY, TX",8.889209205,1404.48
1060,"STARR COUNTY, TX",8.889209205,156143.68
1061,"TRAVIS COUNTY, TX",8.889209205,103143.04
1062,"UVALDE COUNTY, TX",8.889209205,140694.4
1063,"VICTORIA COUNTY, TX",8.889209205,207518.05
1064,"WALKER COUNTY, TX",8.889209205,5593.3
1065,"WALLER COUNTY, TX",8.889209205,73427.2
1066,"WASHINGTON COUNTY, TX",8.889209205,31046.4
1067,"WEBB COUNTY, TX",8.889209205,1503
1068,"WHARTON COUNTY, TX",8.889209205,848133.5
1069,"WILLACY COUNTY, TX",8.889209205,450764.1
1070,"WILLIAMSON COUNTY, TX",8.889209205,371152.4
1071,"WILSON COUNTY, TX",8.889209205,109894.4
1072,"ZAPATA COUNTY, TX",8.889209205,73.90000001
1073,"ZAVALA COUNTY, TX",8.889209205,59160.6
1074,"SPALDING COUNTY, GA",8.897964625,418.9
1075,"WASHINGTON PARISH, LA",8.897964625,39840.4
1076,"CLAY COUNTY, MS",8.897964625,66853.3
1077,"WARREN COUNTY, NJ",8.902721175,109022.4
1078,"BECKHAM COUNTY, OK",8.903697741,213333.1
1079,"MORRIS COUNTY, NJ",8.907401957,22838.6
1080,"WHITFIELD COUNTY, GA",8.908622664,7854
1081,"GENESEE COUNTY, NY",8.929930325,232559
1082,"JEFFERSON COUNTY, WI",8.929930325,345169.5
1083,"PONTOTOC COUNTY, OK",8.932329647,25551.7
1084,"CUMBERLAND COUNTY, PA",8.934181755,171869.8
1085,"TAYLOR COUNTY, WV",8.93719564,2912.5
1086,"BERGEN COUNTY, NJ",8.93903091,3035.6
1087,"UNION COUNTY, NJ",8.940512597,2347.9
1088,"SEMINOLE COUNTY, GA",8.940588365,146105.3
1089,"FOREST COUNTY, PA",8.945370171,6189.9
1090,"MAGOFFIN COUNTY, KY",8.945715336,1907.2
1091,"WOLFE COUNTY, KY",8.947971541,88.69999999
1092,"BONNER COUNTY, ID",8.951246404,9584.9
1093,"ANNE ARUNDEL COUNTY, MD",8.951246404,40696.7
1094,"PRINCE GEORGES COUNTY, MD",8.951246404,44562.3
1095,"CHARLES CITY COUNTY, VA",8.951246404,26277.4
1096,"JOHNSON COUNTY, KY",8.960389083,620.9
1097,"STEWART COUNTY, TN",8.960885785,12226.4
1098,"CLARKE COUNTY, GA",8.961896025,397.9
1099,"BRANCH COUNTY, MI",8.961896025,357691.5
1100,"ESTILL COUNTY, KY",8.966526295,1522.7
1101,"ELLIOTT COUNTY, KY",8.969523343,694.9
1102,"RENO COUNTY, KS",8.983212105,1020884.5
1103,"LEE COUNTY, KY",8.983489921,413.9
1104,"MENIFEE COUNTY, KY",8.994998247,280.9
1105,"LYNCHBURG CITY, VA",8.997911107,0
1106,"STEWART COUNTY, GA",9.004528184,47124
1107,"MONTGOMERY COUNTY, KY",9.011364146,3607.3
1108,"GREENE COUNTY, PA",9.011801917,20893.8
1109,"HUNTERDON COUNTY, NJ",9.01381398,189182.5
1110,"WOODRUFF COUNTY, AR",9.015177805,608176.8
1111,"GRAVES COUNTY, KY",9.015177805,204669.7
1112,"FAYETTE COUNTY, GA",9.025835845,104.8
1113,"FAYETTE COUNTY, PA",9.033404232,41929.8
1114,"BOYLE COUNTY, KY",9.035837228,10555.8
1115,"RUSSELL COUNTY, KS",9.036493885,445318.7
1116,"WAYNE COUNTY, WV",9.036578071,1936.7
1117,"EFFINGHAM COUNTY, GA",9.047151924,48799.6
1118,"IRWIN COUNTY, GA",9.047151924,163300.3
1119,"RUSSELL COUNTY, KY",9.054114167,15124.1
1120,"RED RIVER PARISH, LA",9.057809964,40964
1121,"CARROLL COUNTY, OH",9.057809964,72794.5
1122,"CALHOUN COUNTY, WV",9.061328969,1123.6
1123,"ESSEX COUNTY, NJ",9.073712837,972.4
1124,"CARTER COUNTY, KY",9.080843453,1167.9
1125,"GLOUCESTER COUNTY, NJ",9.085372699,133805.7
1126,"EAST FELICIANA PARISH, LA",9.089775664,54353.4
1127,"HICKMAN COUNTY, TN",9.100433704,10733.1
1128,"MONROE COUNTY, AR",9.111091744,493600.8
1129,"WYTHE COUNTY, VA",9.111091744,5478.4
1130,"BROOKS COUNTY, GA",9.121741365,170882.1
1131,"CAPE MAY COUNTY, NJ",9.12278528,22032.2
1132,"KINNEY COUNTY, TX",9.131911122,1429.1
1133,"WALKER COUNTY, AL",9.132399405,9047.8
1134,"HOWARD COUNTY, MD",9.134226257,53005.3
1135,"OCEAN COUNTY, NJ",9.138494524,49969.6
1136,"CAMDEN COUNTY, NJ",9.143242655,37850.7
1137,"FULTON COUNTY, AR",9.160130513,1108.8
1138,"JEFFERSON COUNTY, IL",9.164365105,225803.5
1139,"OREGON COUNTY, MO",9.174383326,528.5
1140,"BAXTER COUNTY, AR",9.177153069,392.7
1141,"ASCENSION PARISH, LA",9.181833851,89278.1
1142,"ASSUMPTION PARISH, LA",9.181833851,154001.2
1143,"CAMERON PARISH, LA",9.181833851,130663.5
1144,"EAST BATON ROUGE PARISH, LA",9.181833851,34854.5
1145,"IBERIA PARISH, LA",9.181833851,209290.9
1146,"IBERVILLE PARISH, LA",9.181833851,163200.6
1147,"JEFFERSON PARISH, LA",9.181833851,5992.4
1148,"LAFAYETTE PARISH, LA",9.181833851,146323.5
1149,"LAFOURCHE PARISH, LA",9.181833851,179188.2
1150,"LA SALLE PARISH, LA",9.181833851,14349.1
1151,"LIVINGSTON PARISH, LA",9.181833851,12944.6
1152,"ORLEANS PARISH, LA",9.181833851,1404.5
1153,"PLAQUEMINES PARISH, LA",9.181833851,27293.7
1154,"POINTE COUPEE PARISH, LA",9.181833851,312496.8
1155,"SABINE PARISH, LA",9.181833851,889.5
1156,"ST BERNARD PARISH, LA",9.181833851,1521.6
1157,"ST CHARLES PARISH, LA",9.181833851,24765.6
1158,"ST JAMES PARISH, LA",9.181833851,108074.8
1159,"ST JOHN THE BAPTIST PARISH, LA",9.181833851,43375
1160,"ST MARTIN PARISH, LA",9.181833851,201004.5
1161,"ST MARY PARISH, LA",9.181833851,148523.7
1162,"ST TAMMANY PARISH, LA",9.181833851,8918.5
1163,"TENSAS PARISH, LA",9.181833851,520149.2
1164,"TERREBONNE PARISH, LA",9.181833851,76637.7
1165,"VERMILION PARISH, LA",9.181833851,693368.4
1166,"WINN PARISH, LA",9.181833851,538.4
1167,"ESCAMBIA COUNTY, AL",9.185681184,145058.1
1168,"LAWRENCE COUNTY, AR",9.185681184,440470.8
1169,"SALINE COUNTY, AR",9.185681184,3095.4
1170,"BRYAN COUNTY, GA",9.185681184,13383.3
1171,"CLEVELAND COUNTY, OK",9.208908303,53468.8
1172,"JESSAMINE COUNTY, KY",9.212115817,7687.6
1173,"PANOLA COUNTY, MS",9.217646885,338222.2
1174,"WARREN COUNTY, MO",9.217646885,108429.6
1175,"JEWELL COUNTY, KS",9.228304925,722223
1176,"BEAUREGARD PARISH, LA",9.228304925,38318.9
1177,"NICHOLAS COUNTY, KY",9.229298328,4169.1
1178,"LAWRENCE COUNTY, KY",9.229954984,1404.5
1179,"DOOLY COUNTY, GA",9.238962964,226593.1
1180,"CRAVEN COUNTY, NC",9.238962964,105291.7
1181,"PIKE COUNTY, AL",9.249621004,67670
1182,"WINSTON COUNTY, AL",9.249621004,9843.7
1183,"THOMAS COUNTY, GA",9.260279044,149267.9
1184,"RICHLAND PARISH, LA",9.260279044,584731.8
1185,"MONTGOMERY COUNTY, TN",9.266651979,58352.5
1186,"NICHOLAS COUNTY, WV",9.26676984,9698.3
1187,"WIRT COUNTY, WV",9.266845608,1567.1
1188,"SCOTT COUNTY, KY",9.270482475,4553.5
1189,"BIENVILLE PARISH, LA",9.270928665,1638.5
1190,"LEE COUNTY, GA",9.281586704,130837.2
1191,"TAYLOR COUNTY, KY",9.285947577,26847.7
1192,"DELAWARE COUNTY, PA",9.28605702,25186.4
1193,"FAYETTE COUNTY, KY",9.301168537,10703.6
1194,"TANGIPAHOA PARISH, LA",9.302902784,63412.3
1195,"WAUSHARA COUNTY, WI",9.302902784,319271.6
1196,"SCOTT COUNTY, AR",9.303475253,323.4
1197,"BATH COUNTY, KY",9.307322587,8633.8
1198,"BOONE COUNTY, AR",9.312095974,554.4
1199,"TYLER COUNTY, WV",9.316768338,3385.6
1200,"PIKE COUNTY, AR",9.324210444,300.3
1201,"NORTHAMPTON COUNTY, PA",9.324867101,210858.9
1202,"MORGAN COUNTY, AL",9.334868484,51250
1203,"LOGAN COUNTY, AR",9.334868484,16285.5
1204,"CLARK COUNTY, SD",9.334868484,350345.7
1205,"VAN ZANDT COUNTY, TX",9.334868484,78256.6
1206,"MERCER COUNTY, KY",9.344491027,12019.4
1207,"DECATUR COUNTY, TN",9.345526524,29228
1208,"ROANE COUNTY, WV",9.346326298,3755.1
1209,"ROGER MILLS COUNTY, OK",9.352354067,124505.9
1210,"NELSON COUNTY, KY",9.356184564,39473.3
1211,"HUDSON COUNTY, NJ",9.356319262,0
1212,"SUSSEX COUNTY, NJ",9.356656009,82081.1
1213,"ROBERTSON COUNTY, KY",9.366185947,1197.5
1214,"CLEVELAND COUNTY, AR",9.366834185,924
1215,"PRINCE WILLIAM COUNTY, VA",9.37745855,42356.8
1216,"MARSHALL COUNTY, WV",9.386222388,3814.3
1217,"BALDWIN COUNTY, AL",9.388150264,215534.7
1218,"FAULKNER COUNTY, AR",9.388150264,45068.1
1219,"YELL COUNTY, AR",9.398808304,21968.1
1220,"WETZEL COUNTY, WV",9.399481798,2483.7
1221,"KANAWHA COUNTY, WV",9.39959124,1848
1222,"CROSS COUNTY, AR",9.409466343,684198.9
1223,"PUTNAM COUNTY, IL",9.409466343,129794.3
1224,"JEFFERSON COUNTY, OH",9.409466343,37667.7
1225,"ANDERSON COUNTY, KY",9.411621524,3163.8
1226,"PASSAIC COUNTY, NJ",9.419753961,2039.6
1227,"HIGHLAND COUNTY, OH",9.420115964,309941
1228,"MIFFLIN COUNTY, PA",9.421993328,82081.1
1229,"WEST CARROLL PARISH, LA",9.430774004,414579.1
1230,"HARDIN COUNTY, TN",9.430774004,60303.9
1231,"HARRISON COUNTY, KY",9.431590615,9387.8
1232,"MORGAN COUNTY, KY",9.432786067,2823.8
1233,"GREENUP COUNTY, KY",9.44881522,4139.5
1234,"PLEASANTS COUNTY, WV",9.455415459,857.5
1235,"PRAIRIE COUNTY, AR",9.462739705,568421.7
1236,"HANCOCK COUNTY, WV",9.476260093,2099.3
1237,"PRESTON COUNTY, WV",9.48020845,26034.6
1238,"MARION COUNTY, WV",9.483895829,6815.5
1239,"SUMTER COUNTY, AL",9.484055784,23373.5
1240,"GAGE COUNTY, NE",9.494713824,825316.8
1241,"MARION COUNTY, AR",9.494949546,785.4
1242,"OWEN COUNTY, KY",9.498535901,1330.5
1243,"WYOMING COUNTY, PA",9.502231698,103306.9
1244,"CUYAHOGA COUNTY, OH",9.502366397,2480
1245,"RITCHIE COUNTY, WV",9.512679271,5115.3
1246,"LAWRENCE COUNTY, MO",9.516021484,27178.5
1247,"GRANT COUNTY, KY",9.516669722,901.9
1248,"TULSA COUNTY, OK",9.516930701,25206.7
1249,"BUFFALO COUNTY, WI",9.526679524,250176.7
1250,"LAWRENCE COUNTY, OH",9.529920713,11343
1251,"TUSCALOOSA COUNTY, AL",9.547995603,38934.9
1252,"POWELL COUNTY, KY",9.553543509,2025.4
1253,"CENTRE COUNTY, PA",9.558140104,148438.4
1254,"MASON COUNTY, WV",9.562063206,22560.4
1255,"RANDOLPH COUNTY, WV",9.567063897,12374.2
1256,"COOK COUNTY, GA",9.579961304,90205.8
1257,"OCONEE COUNTY, GA",9.579961304,775
1258,"CARTER COUNTY, MO",9.583337192,182.9
1259,"MCDONALD COUNTY, MO",9.584465294,1016.4
1260,"OHIO COUNTY, WV",9.588026392,4464.8
1261,"ROOKS COUNTY, KS",9.590619344,568962.2
1262,"HARRISON COUNTY, MS",9.590619344,1919.5
1263,"GREENE COUNTY, TN",9.590619344,17844.3
1264,"MORGAN COUNTY, TN",9.590619344,118.2
1265,"OVERTON COUNTY, TN",9.590619344,56415.8
1266,"ROANE COUNTY, TN",9.590619344,4050.8
1267,"BROOKE COUNTY, WV",9.596874417,3267.3
1268,"LINCOLN COUNTY, WV",9.6001577,3622.1
1269,"HENRY COUNTY, KY",9.608525861,9269.5
1270,"AUTAUGA COUNTY, AL",9.611927004,62853
1271,"EVANS COUNTY, GA",9.611927004,38830.1
1272,"WALKER COUNTY, GA",9.611927004,12608.3
1273,"WEXFORD COUNTY, MI",9.611927004,56776.1
1274,"MACON COUNTY, TN",9.633243084,18435.7
1275,"CHRISTIAN COUNTY, IL",9.643901123,758986.5
1276,"LAWRENCE COUNTY, AL",9.654559163,99421.2
1277,"GREENE COUNTY, AR",9.654559163,499676.1
1278,"OSCODA COUNTY, MI",9.654559163,10042
1279,"MEIGS COUNTY, OH",9.663264071,21303.8
1280,"FAIRFAX COUNTY, VA",9.665705486,32728
1281,"BRACKEN COUNTY, KY",9.668963512,4154.3
1282,"FRANKLIN PARISH, LA",9.675866824,645545.9
1283,"LEON COUNTY, TX",9.686524864,13552
1284,"CLAY COUNTY, WV",9.69155923,1877.5
1285,"KINGMAN COUNTY, KS",9.718490564,601462.4
1286,"OTOE COUNTY, NE",9.718490564,603926.4
1287,"HOWELL COUNTY, MO",9.726387279,2256.4
1288,"HENRY COUNTY, AL",9.729148604,158336.7
1289,"TATTNALL COUNTY, GA",9.729148604,120009.1
1290,"ROSCOMMON COUNTY, MI",9.737028481,3293.1
1291,"GENEVA COUNTY, AL",9.750464683,180453.5
1292,"FRANKLIN COUNTY, AR",9.750464683,3672.9
1293,"DE SOTO COUNTY, MS",9.750464683,203719.9
1294,"HARRISON COUNTY, WV",9.753343869,6431
1295,"PHILADELPHIA COUNTY, PA",9.775964843,5004.1
1296,"MONTCALM COUNTY, MI",9.782430383,323845.4
1297,"LEWIS COUNTY, KY",9.794544854,6268.4
1298,"TANEY COUNTY, MO",9.803241342,609.8
1299,"NEVADA COUNTY, AR",9.825054124,1570.8
1300,"STONE COUNTY, MO",9.842573382,853.8
1301,"HAMPSHIRE COUNTY, WV",9.846370203,1034.9
1302,"ONEIDA COUNTY, WI",9.857028243,26040.1
1303,"PENDLETON COUNTY, KY",9.861027112,3710.8
1304,"BULLITT COUNTY, KY",9.864478768,11073.2
1305,"JACKSON COUNTY, WV",9.865270123,8574.8
1306,"LYON COUNTY, KY",9.867677864,24349.2
1307,"WAGONER COUNTY, OK",9.873975031,99767.4
1308,"PERRY COUNTY, TN",9.888993943,15685.8
1309,"CAMPBELL COUNTY, KY",9.892150945,1241.8
1310,"BRAXTON COUNTY, WV",9.892218295,6608.5
1311,"ROWAN COUNTY, KY",9.904063367,2542.8
1312,"KALKASKA COUNTY, MI",9.910301604,28703.2
1313,"FANNIN COUNTY, TX",9.910301604,214343.3
1314,"BOYD COUNTY, KY",9.917280684,606.2
1315,"SHELBY COUNTY, KY",9.918526647,39635.9
1316,"BARBOUR COUNTY, WV",9.919216978,13749.1
1317,"ARMSTRONG COUNTY, PA",9.929142593,74325.9
1318,"OSCEOLA COUNTY, MI",9.942275723,105847.9
1319,"GILES COUNTY, VA",9.946274592,3510
1320,"WAYNE COUNTY, IL",9.952933763,518486
1321,"IRON COUNTY, MO",9.958001804,81.30000001
1322,"ESSEX COUNTY, NY",9.963583384,51582.3
1323,"KENTON COUNTY, KY",9.963642314,916.6
1324,"JEFFERSON COUNTY, AR",9.974241423,638622.6
1325,"CHATTOOGA COUNTY, GA",9.974241423,10346.3
1326,"WARREN COUNTY, TN",9.974241423,42237.9
1327,"SPENCER COUNTY, KY",9.992981389,13231.7
1328,"JEFFERSON COUNTY, WV",9.995557503,13098.6
1329,"BEAVER COUNTY, PA",10.00460758,29763.6
1330,"DALE COUNTY, AL",10.00621554,99065.1
1331,"HAND COUNTY, SD",10.01342193,11182
1332,"DUNKLIN COUNTY, MO",10.01686516,588495.6
1333,"ISLE OF WIGHT COUNTY, VA",10.01686516,122232.2
1334,"FRANKLIN COUNTY, KY",10.0212092,3252.5
1335,"PUTNAM COUNTY, WV",10.02163013,6992.8
1336,"SHANNON COUNTY, MO",10.02487132,630.2
1337,"WASHITA COUNTY, OK",10.05210573,895935
1338,"MADISON COUNTY, MO",10.07691556,4248.6
1339,"MONROE COUNTY, OH",10.07982,23499.2
1340,"DOUGLAS COUNTY, MO",10.091362,1992.1
1341,"HOT SPRING COUNTY, AR",10.10212106,8593.2
1342,"BULLOCH COUNTY, GA",10.10212106,242950.4
1343,"ROGERS COUNTY, OK",10.10581686,27177.9
1344,"BEADLE COUNTY, SD",10.11380618,7182.6
1345,"ALLEGHENY COUNTY, PA",10.11682848,21652.7
1346,"RANDOLPH COUNTY, IL",10.12342872,237898.6
1347,"REYNOLDS COUNTY, MO",10.12626582,345.6
1348,"UPSHUR COUNTY, WV",10.13206628,13187.3
1349,"OAKLAND COUNTY, MI",10.13759735,47689.5
1350,"VERNON PARISH, LA",10.1447448,702.2
1351,"MOBILE COUNTY, AL",10.15540284,41657.6
1352,"FRANKLIN COUNTY, AL",10.16605246,17236.9
1353,"BEN HILL COUNTY, GA",10.16605246,59208.7
1354,"GREEN LAKE COUNTY, WI",10.1767105,224848
1355,"CONWAY COUNTY, AR",10.18736854,45160.5
1356,"MARINETTE COUNTY, WI",10.19802658,178479.9
1357,"MINGO COUNTY, WV",10.20202545,1241.8
1358,"DELAWARE COUNTY, OK",10.22081593,9437.2
1359,"WOOD COUNTY, WV",10.22134631,6460.6
1360,"STE GENEVIEVE COUNTY, MO",10.22999228,40086.8
1361,"ANGELINA COUNTY, TX",10.22999228,813.1
1362,"CARROLL COUNTY, KY",10.23188648,5884
1363,"GREENE COUNTY, MO",10.23948013,5488.6
1364,"ETOWAH COUNTY, AL",10.24065032,32965.8
1365,"FORSYTH COUNTY, GA",10.24065032,0
1366,"WADENA COUNTY, MN",10.25130836,128716.9
1367,"COLBERT COUNTY, AL",10.26195798,87608.8
1368,"SCREVEN COUNTY, GA",10.26195798,161729.6
1369,"JACKSON COUNTY, TN",10.2624631,9166
1370,"NOWATA COUNTY, OK",10.2763034,23383.4
1371,"TRIMBLE COUNTY, KY",10.30043132,6800.6
1372,"JOHNSON COUNTY, IL",10.31523976,34618.6
1373,"MASON COUNTY, KY",10.31523976,11457.6
1374,"BALTIMORE CITY, MD",10.31550074,0
1375,"HICKMAN COUNTY, KY",10.3258978,133159.5
1376,"WRIGHT COUNTY, MO",10.33506574,2134.5
1377,"OGEMAW COUNTY, MI",10.33655584,43136
1378,"PERRY COUNTY, AR",10.3578635,13490.4
1379,"CABELL COUNTY, WV",10.36163507,2986.3
1380,"COFFEE COUNTY, AL",10.37917958,128973.2
1381,"LAMAR COUNTY, AL",10.37917958,13864.9
1382,"DE KALB COUNTY, AL",10.38983762,76613.2
1383,"OZARK COUNTY, MO",10.39384491,1504.2
1384,"CRITTENDEN COUNTY, AR",10.40049566,715661.1
1385,"HOLMES COUNTY, OH",10.42180332,150020.7
1386,"LAKE COUNTY, TN",10.42506977,106134.3
1387,"LONG COUNTY, GA",10.43246136,11728.7
1388,"SUMMIT COUNTY, OH",10.43246136,13945
1389,"RANDOLPH COUNTY, AR",10.4431194,185146.5
1390,"SCOTLAND COUNTY, MO",10.45377744,209134.4
1391,"CANDLER COUNTY, GA",10.46442706,75063.3
1392,"BAY COUNTY, MI",10.46442706,296626.2
1393,"WAYNE COUNTY, MI",10.47198703,32748.4
1394,"ST FRANCOIS COUNTY, MO",10.47225643,1829.5
1395,"CANADIAN COUNTY, OK",10.47501775,657025.6
1396,"CASS COUNTY, MN",10.48574314,43481.6
1397,"WEST FELICIANA PARISH, LA",10.49640118,42906.9
1398,"ELMORE COUNTY, AL",10.5070508,60800.4
1399,"POWHATAN COUNTY, VA",10.51770884,4861.8
1400,"SPOTSYLVANIA COUNTY, VA",10.51770884,49708.7
1401,"GILMER COUNTY, WV",10.52232228,6046.7
1402,"LEWIS COUNTY, WV",10.52668315,7258.9
1403,"MONONGALIA COUNTY, WV",10.53883129,9343.5
1404,"LAFAYETTE COUNTY, AR",10.53902492,105128.1
1405,"BELL COUNTY, KY",10.56263088,14.8
1406,"ROSS COUNTY, OH",10.57099062,264873.8
1407,"OKLAHOMA COUNTY, OK",10.57398767,81607.7
1408,"PENNINGTON COUNTY, MN",10.58164866,514379.7
1409,"OHIO COUNTY, IN",10.59168372,9676.2
1410,"CRITTENDEN COUNTY, KY",10.59984141,56386.1
1411,"BUTLER COUNTY, KY",10.60045598,47013.2
1412,"LIMESTONE COUNTY, AL",10.60296474,150419.8
1413,"LAWRENCE COUNTY, PA",10.61161914,101148.7
1414,"DALLAS COUNTY, AR",10.61361436,1108.8
1415,"CALDWELL PARISH, LA",10.63493044,105897.8
1416,"PEMISCOT COUNTY, MO",10.63923238,564813.5
1417,"TUSCOLA COUNTY, MI",10.64558848,504805.2
1418,"BROWN COUNTY, IL",10.65624652,144491.4
1419,"KIOWA COUNTY, KS",10.65624652,430534.8
1420,"MARSHALL COUNTY, KY",10.65624652,64014.7
1421,"WICOMICO COUNTY, MD",10.65624652,158612.6
1422,"IRON COUNTY, MI",10.65624652,31000.2
1423,"ANOKA COUNTY, MN",10.65624652,68363
1424,"NICOLLET COUNTY, MN",10.65624652,451911.8
1425,"CHOUTEAU COUNTY, MT",10.65624652,17469.8
1426,"BELMONT COUNTY, OH",10.65624652,39151.7
1427,"GALLIA COUNTY, OH",10.65624652,47669.2
1428,"MARION COUNTY, OH",10.65624652,407088.5
1429,"RICHLAND COUNTY, OH",10.65624652,242635
1430,"CROCKETT COUNTY, TN",10.65624652,187963.8
1431,"ORANGE COUNTY, VA",10.65624652,41716.4
1432,"FLORENCE COUNTY, WI",10.65624652,28682.8
1433,"FOREST COUNTY, WI",10.65624652,33561.6
1434,"LARAMIE COUNTY, WY",10.65624652,49.19999999
1435,"POLK COUNTY, MO",10.66602902,8639.4
1436,"BELTRAMI COUNTY, MN",10.66689614,85987.5
1437,"JACKSON COUNTY, OH",10.68598127,24637.5
1438,"ADAMS COUNTY, IN",10.68821222,360110.5
1439,"MONROE COUNTY, TN",10.68821222,26182.5
1440,"WASHINGTON COUNTY, NY",10.69887026,103686.3
1441,"ELLIS COUNTY, OK",10.70325639,194927.1
1442,"CLARE COUNTY, MI",10.72017792,47425.2
1443,"RED RIVER COUNTY, TX",10.72017792,43391
1444,"BOONE COUNTY, MO",10.73083596,136868.5
1445,"WYOMING COUNTY, WV",10.73587033,44.30000001
1446,"BOONE COUNTY, KY",10.74450789,8870.4
1447,"MANISTEE COUNTY, MI",10.75013998,52446.3
1448,"TURNER COUNTY, GA",10.75215204,134669.9
1449,"MARSHALL COUNTY, AL",10.76280166,48066.5
1450,"SHELBY COUNTY, AL",10.76280166,33698.9
1451,"HARRISON COUNTY, MO",10.7734597,231291.9
1452,"PULASKI COUNTY, MO",10.77515186,3028.9
